Fighter,Opponent,Result,Event,Event_date,Method,Referee,Round,Time
Humberto Bandenay,Luis Marlon Gonzales Campos,win,FFC 15 - Fusion Fighting Championship 15,Jul / 15 / 2015,Decision (Split),N/A,3,5:00
Humberto Bandenay,Luis Marlon Gonzales Campos,NC,FFC 13 - Fusion Fighting Championship 13,Feb / 25 / 2015,No Contest,N/A,3,N/A
Humberto Bandenay,Manuel Meza,win,TFC 2 - Trujillo Fighting Championship 2,Nov / 28 / 2014,Submission (Triangle Choke),N/A,3,4:24
Humberto Bandenay,Alonso Santos Verona Ganoza,win,FFC 11 - Fusion Fighting Championship 11,Oct / 22 / 2014,Submission (Rear-Naked Choke),N/A,1,N/A
Humberto Bandenay,Jesus Pinedo,win,"Inka FC 26 - Jon ""Bones"" Jones Edition",May / 24 / 2014,Decision (Split),Alan Nieto,3,5:00
Humberto Bandenay,Enrique Barzola,loss,Inka FC 25 - No to Racism,Apr / 16 / 2014,Submission (Rear-Naked Choke),N/A,2,N/A
Humberto Bandenay,Bruno Pereira da Silva,loss,Inka FC 24 - Inka Fighting Championship 24,Oct / 23 / 2013,Submission (Heel Hook),N/A,1,1:30
Humberto Bandenay,Juan Manuel Inurritegui,win,Inka FC 22 - Reiter vs. De Lima,Jun / 29 / 2013,Decision (Unanimous),Ivan Iberico,3,5:00
Humberto Bandenay,Luis Chang,win,300 Sparta - MMA,Apr / 24 / 2013,TKO (Punches),N/A,1,0:00
Humberto Bandenay,Renzo Mendez,win,Inka FC 20 - Inka Fighting Championship 20,Feb / 27 / 2013,Submission (Triangle Choke),N/A,1,0:00
Hunter Azure,Jack Shore,loss,UFC on ABC 2 - Vettori vs. Holland,Apr / 10 / 2021,Decision (Split),Herb Dean,3,5:00
Hunter Azure,Cole Smith,win,UFC Fight Night 176 - Overeem vs. Sakai,Sep / 05 / 2020,Decision (Unanimous),Mark Smith,3,5:00
Hunter Azure,Brian Kelleher,loss,UFC Fight Night 171 - Smith vs. Teixeira,May / 13 / 2020,KO (Punches),Jason Herzog,2,3:40
Hunter Azure,Brad Katona,win,UFC Fight Night 158 - Cowboy vs. Gaethje,Sep / 14 / 2019,Decision (Unanimous),John Cooper,3,5:00
Hunter Azure,Chris Ocon,win,Dana White's Contender Series - Season 3,,,,,
Hunter Azure,L.J. Schulz,win,LFA 66 - Diamond vs. Neal,May / 10 / 2019,Decision (Unanimous),Tyler Tomlinson,3,5:00
Hunter Azure,Jaime Hernandez,win,LFA 59 - Michaud vs. Aguilera,Feb / 01 / 2019,TKO (Kick to the Body and Punches),Brad Frank,1,2:15
Hunter Azure,A.J. Robb,win,LFA 53 - Royval vs. Kenney,Nov / 09 / 2018,Decision (Unanimous),N/A,3,5:00
Hunter Azure,Cameron Thurgood,win,Golden Fights - Cage Wars 33,Aug / 04 / 2018,TKO (Punches),N/A,1,1:01
Hunter Azure,Jay Sandvig,win,Fusion Fight League - Lights Out at the Dome 2: Homecoming,Jul / 14 / 2018,Submission (Rear-Naked Choke),N/A,2,4:49
Hunter Azure,Jon Lorens,win,JHEFN - Jeremy Horn's Elite Fight Night 29,Aug / 11 / 2017,TKO (Punches),N/A,1,2:08
Ian Heinisch,Nassourdine Imavov,loss,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Jul / 24 / 2021,TKO (Punches),Mark Smith,2,3:09
Ian Heinisch,Kelvin Gastelum,loss,UFC 258 - Usman vs. Burns,Feb / 13 / 2021,Decision (Unanimous),Mark Smith,3,5:00
Ian Heinisch,Gerald Meerschaert,win,UFC 250 - Nunes vs. Spencer,Jun / 06 / 2020,TKO (Punches),Chris Tognoni,1,1:14
Ian Heinisch,Omari Akhmedov,loss,UFC 245 - Usman vs. Covington,Dec / 14 / 2019,Decision (Unanimous),Marc Goddard,3,5:00
Ian Heinisch,Derek Brunson,loss,UFC 241 - Cormier vs. Miocic 2,Aug / 17 / 2019,Decision (Unanimous),Mike Beltran,3,5:00
Ian Heinisch,Antonio Carlos Jr.,win,UFC Fight Night 152 - Dos Anjos vs. Lee,May / 18 / 2019,Decision (Unanimous),Todd Anderson,3,5:00
Ian Heinisch,Cezar Ferreira,win,UFC Fight Night 140 - Magny vs. Ponzinibbio,Nov / 17 / 2018,Decision (Unanimous),Keith Peterson,3,5:00
Ian Heinisch,Justin Sumter,win,Dana White's Tuesday Night Contender Series - Season 2,,,,,
Ian Heinisch,Gabriel Checco,win,LFA 39 - Heinisch vs. Checco,May / 04 / 2018,KO (Punches),Tom Johnson,1,3:44
Ian Heinisch,Daniel Madrid,win,LFA 31 - Moffett vs. Le,Jan / 19 / 2018,KO (Punch),N/A,2,3:56
Ian Heinisch,Markus Perez,loss,LFA 22 - Heinisch vs. Perez,Sep / 08 / 2017,Submission (Arm-Triangle Choke),Adam Martinez,1,2:14
Ian Heinisch,Lucas Rota,win,LFA 10 - Heinisch vs. Rota,Apr / 21 / 2017,Submission (Scarf Hold Armlock),Adam Martinez,1,2:38
Ian Heinisch,Hayward Charles,win,SCL 53 - SCL 53,Oct / 15 / 2016,Decision (Unanimous),N/A,3,5:00
Ian Heinisch,Jeremy Spelts,win,SCL - AVM 7: Fight for the Troops,Apr / 23 / 2016,Submission (Scarf Hold Armlock),N/A,1,4:34
Ian Heinisch,Tyler Vogel,win,WSOF 29 - Gaethje vs. Foster,Mar / 12 / 2016,Decision (Unanimous),Tom Johnson,3,5:00
Ian Heinisch,Kris Hocum,win,SCL 45 - Turn on the Lights,Oct / 24 / 2015,Decision (Unanimous),N/A,3,5:00
Ian Heinisch,Zack Wells,win,SCL 42 - Evolution,Jul / 18 / 2015,Decision (Unanimous),Tom Johnson,3,5:00
Ian Heinisch,Canaan Grigsby,win,SCL - Army vs. Marines 6,Apr / 25 / 2015,Decision (Unanimous),Adam Martinez,3,5:00
Ian Heinisch,Dante Florez,win,SCL 40 - Sparta Combat League 40,Jan / 24 / 2015,TKO (Punches),Don Thais,1,3:06
Ignacio Bahamondes,John Makdessi,loss,UFC on ABC 2 - Vettori vs. Holland,Apr / 10 / 2021,Decision (Split),Chris Tognoni,3,5:00
Ignacio Bahamondes,Edson Gomez,win,Dana White's Contender Series - Contender Series 2020: Week 8,Nov / 04 / 2020,KO (Front Kick),Jason Herzog,2,2:31
Ignacio Bahamondes,Chris Brown,win,LFA 90 - Lazishvili vs. Steele,Sep / 04 / 2020,Decision (Split),Vance Swerdan,3,5:00
Ignacio Bahamondes,Salvador Becerra,loss,Combate Americas - Fresno,Nov / 22 / 2019,Decision (Unanimous),N/A,3,5:00
Ignacio Bahamondes,Hugo Flores,win,Lux Fight League - Lux 004,Mar / 15 / 2019,Decision (Unanimous),Luis Cobian,5,5:00
Ignacio Bahamondes,Javier Reyes,win,Lux Fight League - Lux 003,Oct / 05 / 2018,TKO (Body Kick and Punches),Miguel Jimenez,1,2:53
Ignacio Bahamondes,Gerardo Chaparro,win,Combate Extremo - Loco vs. Gallito,Dec / 01 / 2017,TKO (Punches),Gilberto Lopez,2,3:59
Ignacio Bahamondes,Francisco Javier Etchart Diaz,win,CNC 3 - Champions Nights Challengers 3,Jul / 15 / 2017,KO (Punch),Neri Joel Jimenez,1,1:20
Ignacio Bahamondes,Oziel Rodriguez Lopez,win,Combate Extremo - Flores vs. Baltazar,Jul / 15 / 2017,Decision (Unanimous),Israel Guzman,3,5:00
Ignacio Bahamondes,Matt McKeon,loss,Square Ring Promotions - Island Fights 40,Apr / 14 / 2017,Submission,Larry Folsom,1,3:08
Ignacio Bahamondes,Rafael Carolino,win,Guerra Campal 3 - Bahamondes vs. Carolino,Nov / 12 / 2016,KO (Head Kick),N/A,1,3:01
Ignacio Bahamondes,Dion Rizzuto,win,Square Ring Promotions - Island Fights 38,Aug / 13 / 2016,TKO (Punches),Danny Torres,1,1:03
Ignacio Bahamondes,Preston Parsons,loss,Titan FC 39 - Cavalcante vs. Healy,Jun / 10 / 2016,Submission (Armbar),Larry Folsom,1,2:59
Ignacio Bahamondes,Rodrigo Tavares,win,Square Ring Promotions - Island Fights 37,Mar / 11 / 2016,KO,Larry Folson,1,1:03
Ignacio Bahamondes,Craig McAlpine,win,Square Ring Promotions - Island Fights 36,Nov / 21 / 2015,KO (Punch),N/A,1,2:31
Ihor Potieria,Giorgi Khubejashvili,win,WWFC 19 - World Warriors Fighting Championship 19,May / 15 / 2021,Submission (Triangle Choke),Ihor Konvysher,1,3:12
Ihor Potieria,Giorgi Lobzhanidze,win,WWFC 18 - World Warriors Fighting Championship 18: Kyiv Fight Night,Mar / 14 / 2021,TKO (Punches),Volodymyr Shemarov,2,4:15
Ihor Potieria,Nicolai Garbuz,win,GCFC MMA 8 - Golden Coat Fighting Championship,Aug / 17 / 2019,Decision (Unanimous),N/A,3,5:00
Ihor Potieria,Vitalii Podtolok,win,RFP 70 - Step to Top 8: Battle on Horyn 2,Jul / 07 / 2019,Submission (Rear-Naked Choke),Sergey Sokha,1,1:24
Ihor Potieria,Felipe Salvador Nsue Ayiugono,win,WWFC 13 - World Warriors Fighting Championship 13,Dec / 15 / 2018,Decision (Split),Konvysher Ihor,3,5:00
Ihor Potieria,Ivan Reber,win,Maximus Fight Club - Maximus Fighting Championship Pro 3,Aug / 19 / 2018,Submission (Kimura),Konstantin Chaban,1,0:40
Ihor Potieria,Alymbek Temirov,win,GCFC MMA 2018 - Golden Coat Fighting Championship,Aug / 17 / 2018,Decision (Unanimous),N/A,3,5:00
Ihor Potieria,Vladimir Nepochatov,win,MMA Pro Ukraine 18 - The Way of the Unconquered 4,Aug / 04 / 2018,TKO (Punches and Knees),N/A,1,1:11
Ihor Potieria,Maksim Miglovec,win,CSFU / ProFC Ukraine - SPS 5,Jul / 27 / 2018,TKO (Punches),Dmitriy Parubchenko,1,4:40
Ihor Potieria,Artur Kononenka,win,PPC 7 - Battle of Univa 2,Jun / 30 / 2018,Submission (Heel Hook),Abdoulah Kushniruk,1,0:38
Ihor Potieria,Nikita Buliga,win,WWFC 11 - World Warriors Fighting Championship 11,Jun / 16 / 2018,Decision (Unanimous),Igor Konvisher,3,5:00
Ihor Potieria,Denis Tukmachev,win,PPC 6 - Kratos Cup 6: Young Stars,May / 06 / 2018,TKO (Punches),Abdoulah Kushniruk,1,3:57
Ihor Potieria,Vladimir Romanyk,win,RFP - Step to Top 5,Dec / 02 / 2017,Submission (Rear-Naked Choke),Sergey Sokha,1,0:28
Ihor Potieria,Yuriy Logvynchuk,win,RFP / MMA Bushido - West Fight 25,Oct / 08 / 2017,Submission (Rear-Naked Choke),Sergey Sokha,1,2:10
Ihor Potieria,Vadim Shabadash,loss,MMAPU - MMA Pro Ukraine 11,Jul / 23 / 2017,Decision (Unanimous),Bogdan Romanovich,3,5:00
Ihor Potieria,Aleksander Boyko,win,MMA Pro Ukraine 10 - Battle in the Fortress 2,May / 27 / 2017,TKO (Punches),Vadim Podrushnyak,1,3:18
Ihor Potieria,Alexander Pushkar,win,UPLH - Fighting Together 2,Apr / 01 / 2017,KO (Punch),Kostiantyn Tymchenko,1,1:17
Ihor Potieria,Evgeniy Vyatokha,loss,WWFC - Ukraine Selection 5,Feb / 28 / 2015,TKO (Punches),Vitaly Vovk,1,2:30
Ihor Potieria,Georgiy Kostopravov,win,Zeus Fighting Championship - World Cossack Cup,Feb / 22 / 2015,TKO (Punches),N/A,1,2:50
Ihor Potieria,Vladimir Smetanik,win,WWFC - Ukraine Selection 4,Jan / 31 / 2015,TKO (Punches),Vitaliy Vovk,1,1:50
Ilia Topuria,Ryan Hall,win,UFC 264 - Poirier vs. McGregor 3,Jul / 10 / 2021,KO (Punches),Jason Herzog,1,4:47
Ilia Topuria,Damon Jackson,win,UFC on ESPN 19 - Hermansson vs. Vettori,Dec / 05 / 2020,KO (Punches),Mark Smith,1,2:38
Ilia Topuria,Youssef Zalal,win,UFC Fight Night 179 - Moraes vs. Sandhagen,Oct / 10 / 2020,Decision (Unanimous),Kevin Sataki,3,5:00
Ilia Topuria,Stephen Goncalves,win,Brave CF 29 - Torres vs. Adur,Nov / 15 / 2019,KO (Punches),N/A,1,3:42
Ilia Topuria,Luis Gomez,win,Brave CF 26 - Roa vs. Silva,Sep / 07 / 2019,Submission (Triangle Straight Armbar),N/A,1,1:15
Ilia Topuria,Brian Bouland,win,CW 94 - Cage Warriors 94,Jun / 16 / 2018,Technical Submission (Anaconda Choke),Marc Goddard,1,1:39
Ilia Topuria,Mika Hamalainen,win,Cage - Cage 43,Apr / 28 / 2018,Submission (Guillotine Choke),Lassi Minkkinen,1,3:35
Ilia Topuria,Jhon Guarin,win,MFE - Mix Fight Events,Nov / 05 / 2016,Submission (Guillotine Choke),Enoc Solves Torres,2,2:50
Ilia Topuria,Daniel Vasquez,win,MFE - Mix Fight Events,May / 07 / 2016,Submission (Rear-Naked Choke),Eduardo Martin,1,1:50
Ilia Topuria,Kalil Martin El Chalibi,win,Climent Club - Climent Show MMA 4,May / 09 / 2015,Submission (Rear-Naked Choke),Antonio Zambrana Vazquez,1,1:03
Ilia Topuria,Francisco Javier Asprilla,win,WCW - West Coast Warriors,Apr / 04 / 2015,Submission (Triangle Choke),Tito Beltran,1,3:30
Ilir Latifi,Tanner Boser,win,UFC Fight Night 189 - Rozenstruik vs. Sakai,Jun / 05 / 2021,Decision (Split),Herb Dean,3,5:00
Ilir Latifi,Derrick Lewis,loss,UFC 247 - Jones vs. Reyes,Feb / 08 / 2020,Decision (Unanimous),Dan Miragliotta,3,5:00
Ilir Latifi,Volkan Oezdemir,loss,UFC Fight Night 156 - Shevchenko vs. Carmouche 2,Aug / 10 / 2019,KO (Punches),Keith Peterson,2,4:31
Ilir Latifi,Corey Anderson,loss,UFC 232 - Jones vs. Gustafsson 2,Dec / 29 / 2018,Decision (Unanimous),Marc Goddard,3,5:00
Ilir Latifi,Ovince St. Preux,win,UFC on Fox 28 - Emmett vs. Stephens,Feb / 24 / 2018,Submission (Guillotine Choke),Jorge Alonso,1,3:48
Ilir Latifi,Tyson Pedro,win,UFC 215 - Nunes vs. Shevchenko 2,Sep / 09 / 2017,Decision (Unanimous),Dan Miragliotta,3,5:00
Ilir Latifi,Ryan Bader,loss,UFC Fight Night 93 - Arlovski vs. Barnett,Sep / 03 / 2016,KO (Knee),Neil Hall,2,2:06
Ilir Latifi,Gian Villante,win,UFC 196 - McGregor vs. Diaz,Mar / 05 / 2016,Decision (Unanimous),Yves Lavigne,3,5:00
Ilir Latifi,Sean O'Connell,win,UFC Fight Night 81 - Dillashaw vs. Cruz,Jan / 17 / 2016,TKO (Punches),Kevin MacDonald,1,0:30
Ilir Latifi,Hans Stringer,win,UFC Fight Night 72 - Bisping vs. Leites,Jul / 18 / 2015,KO (Punches),Grant Waterman,1,0:56
Ilir Latifi,Jan Blachowicz,loss,UFC Fight Night 53 - Nelson vs. Story,Oct / 04 / 2014,TKO (Kick to the Body and Punches),Grant Waterman,1,1:58
Ilir Latifi,Chris Dempsey,win,UFC Fight Night 46 - McGregor vs. Brandao,Jul / 19 / 2014,KO (Punches),Leon Roberts,1,2:07
Ilir Latifi,Cyrille Diabate,win,UFC Fight Night 37 - Gustafsson vs. Manuwa,Mar / 08 / 2014,Submission (Guillotine Choke),Leon Roberts,1,3:02
Ilir Latifi,Gegard Mousasi,loss,UFC on Fuel TV 9 - Mousasi vs. Latifi,Apr / 06 / 2013,Decision (Unanimous),Marc Goddard,3,5:00
Ilir Latifi,Jorge Oliveira,win,Superior Challenge 8 - Malmo,Oct / 06 / 2012,Decision (Unanimous),N/A,3,5:00
Ilir Latifi,Tony Lopez,win,United Glory - 2012 Glory World Series,May / 26 / 2012,Decision (Unanimous),N/A,3,5:00
Ilir Latifi,Denis Bogdanov,win,United Glory 15 - 2012 Glory World Series,Mar / 23 / 2012,Submission (Keylock),N/A,1,0:00
Ilir Latifi,Emanuel Newton,loss,SF 17 - Horwich vs. Rosholt 2,Jul / 15 / 2011,Decision (Unanimous),Jason Stafin,3,5:00
Ilir Latifi,Matteo Minonzio,win,SHC 2 - Battle For The Belt,Apr / 10 / 2010,TKO (Head Kick),N/A,1,4:29
Ilir Latifi,Tatsuya Mizuno,loss,ROTK - Rumble of the Kings 4,Nov / 20 / 2009,TKO (Knee and Punches),Robert Sundel,3,0:15
Ilir Latifi,Darko Krbanjevic,win,ROTK - Rumble of the Kings 3,May / 22 / 2009,Submission (Keylock),N/A,1,1:43
Ilir Latifi,Luis Pinho,win,ROTK - Rumble of the Kings 2,Feb / 27 / 2009,TKO (Submission to Punches),N/A,1,1:20
Ilir Latifi,Roman Mihocka,win,Superior Challenge 2 - Resurrection,Oct / 25 / 2008,KO (Punches),N/A,2,1:55
Ilir Latifi,Blagoy Ivanov,NC,RPC 2 - Real Pain Challenge 2,May / 17 / 2008,No Contest (Ring Broke),N/A,1,0:55
Impa Kasanganay,Sasha Palatnikov,win,UFC on ABC 2 - Vettori vs. Holland,Apr / 10 / 2021,Submission (Rear-Naked Choke),Chris Tognoni,2,0:26
Impa Kasanganay,Joaquin Buckley,loss,UFC Fight Night 179 - Moraes vs. Sandhagen,Oct / 10 / 2020,KO (Spinning Back Kick),Kevin Sataki,2,2:03
Impa Kasanganay,Maki Pitolo,win,UFC Fight Night 175 - Smith vs. Rakic,Aug / 29 / 2020,Decision (Unanimous),Jason Herzog,3,5:00
Impa Kasanganay,Anthony Adams,win,Dana White's Contender Series - Contender Series 2020: Week 2,Aug / 11 / 2020,Decision (Unanimous),Mark Smith,3,5:00
Impa Kasanganay,Kailan Hill,win,Dana White's Contender Series - Season 3,,,,,
Impa Kasanganay,Devorious Tubbs,win,LFA 71 - Jackson vs. Marques,Jul / 12 / 2019,Decision (Split),N/A,3,5:00
Impa Kasanganay,Roger Pratcher,win,KOTC - Rumble On The River 2,May / 11 / 2019,Submission (Rear-Naked Choke),N/A,1,1:58
Impa Kasanganay,John Lewis,win,Square Ring Promotions - Island Fights 54,Mar / 22 / 2019,Submission (Verbal),Sammy Collingwood,1,3:15
Impa Kasanganay,Dahlen Wilson,win,Square Ring Promotions - Island Fights 53,Mar / 06 / 2019,Decision (Unanimous),N/A,3,5:00
Impa Kasanganay,Garrett Fosdyck,win,864 Fighting Championship - Showcase MMA,Jan / 25 / 2019,Decision (Split),N/A,3,5:00
Ion Cutelaba,Dustin Jacoby,draw,UFC on ESPN 23 - Reyes vs. Prochazka,May / 01 / 2021,Draw (Split),Mark Smith,3,5:00
Ion Cutelaba,Magomed Ankalaev,loss,UFC 254 - Nurmagomedov vs. Gaethje,Oct / 24 / 2020,KO (Punches),Anders Ohlsson,1,4:19
Ion Cutelaba,Magomed Ankalaev,loss,UFC Fight Night 169 - Benavidez vs. Figueiredo,Feb / 29 / 2020,TKO (Head Kicks and Punches),Kevin MacDonald,1,0:38
Ion Cutelaba,Khalil Rountree,win,UFC Fight Night 160 - Hermansson vs. Cannonier,Sep / 28 / 2019,TKO (Elbows),Marc Goddard,1,2:35
Ion Cutelaba,Glover Teixeira,loss,UFC Fight Night 150 - Jacare vs. Hermansson,Apr / 27 / 2019,Submission (Rear-Naked Choke),Alan Abeles,2,3:37
Ion Cutelaba,Gadzhimurad Antigulov,win,UFC on Fox 30 - Alvarez vs. Poirier 2,Jul / 28 / 2018,TKO (Punches and Elbows),Marc Goddard,1,4:25
Ion Cutelaba,Henrique da Silva,win,UFC Fight Night 110 - Hunt vs. Lewis,Jun / 10 / 2017,KO (Punches),Mark Craig,1,0:22
Ion Cutelaba,Jared Cannonier,loss,UFC - The Ultimate Fighter 24 Finale,Dec / 03 / 2016,Decision (Unanimous),Yves Lavigne,3,5:00
Ion Cutelaba,Jonathan Wilson,win,UFC Fight Night 96 - Lineker vs. Dodson,Oct / 01 / 2016,Decision (Unanimous),Herb Dean,3,5:00
Ion Cutelaba,Misha Cirkunov,loss,UFC Fight Night 89 - MacDonald vs. Thompson,Jun / 18 / 2016,Submission (Arm-Triangle Choke),Herb Dean,3,1:22
Ion Cutelaba,Malik Merad,win,WWFC - Cage Encounter 4,Sep / 19 / 2015,KO (Punch),Mohamed El Fadili,1,0:08
Ion Cutelaba,Vitaliy Onishchenko,win,WWFC - Cage Encounter 3,Apr / 04 / 2015,Submission (Omoplata),Vladimir Shemarov,1,2:37
Ion Cutelaba,Yuri Gorbenko,win,WWFC - Ukraine Selection 5,Feb / 28 / 2015,TKO (Punches),Vitaly Vovk,1,1:10
Ion Cutelaba,Izidor Bunea,win,WWFC - Cage Encounter 2,Dec / 13 / 2014,TKO (Punches),Vladimir Shemarov,1,1:13
Ion Cutelaba,Alexandru Stoica,win,WWFC - Cage Encounter 1,Jun / 14 / 2014,KO (Punch),Vladimir Shemarov,1,0:07
Ion Cutelaba,Constantin Padure,win,CSA FC - Adrenaline,Apr / 04 / 2014,KO (Punch),Serghey Nechiporuk,1,1:05
Ion Cutelaba,Igor Gorkun,win,GEFC - Battle on the Gold Mountain,Dec / 21 / 2013,KO (Punch),Aleksander Melnichenko,1,0:28
Ion Cutelaba,Michal Andryszak,loss,CWFC 58 - Cage Warriors Fighting Championship 58,Aug / 24 / 2013,Disqualification (Punches to Back of Head),Rich Mitchell,1,4:07
Ion Cutelaba,Murod Khanturaev,NC,AP - Grand Prix 2013,Jul / 07 / 2013,No Contest (Referee Error),Karen Pashikyan,1,0:24
Ion Cutelaba,Anatoli Ciumac,win,ECSF - Battle of Bessarabia,Mar / 24 / 2013,TKO (Punches),Roman Curkanu,2,0:29
Ion Cutelaba,Igor Kukurudziak,win,ECSF - Adrenalin,Dec / 14 / 2012,Submission (Omaplata),Roman Tsurkanu,1,0:42
Ion Cutelaba,Julian Chilikov,win,TBFR - The Battle For Ruse,Jun / 22 / 2012,TKO (Punches),N/A,1,0:25
Ion Cutelaba,Daglar Gasimov,win,CIS - Cup,Apr / 05 / 2012,TKO (Punches),N/A,1,0:27
Irene Aldana,Yana Kunitskaya,win,UFC 264 - Poirier vs. McGregor 3,Jul / 10 / 2021,TKO (Punches),Jason Herzog,1,4:35
Irene Aldana,Holly Holm,loss,UFC on ESPN 16 - Holm vs. Aldana,Oct / 03 / 2020,Decision (Unanimous),Marc Goddard,5,5:00
Irene Aldana,Ketlen Vieira,win,UFC 245 - Usman vs. Covington,Dec / 14 / 2019,KO (Punches),Jason Herzog,1,4:51
Irene Aldana,Vanessa Melo,win,UFC Fight Night 159 - Rodriguez vs. Stephens,Sep / 21 / 2019,Decision (Unanimous),Fernando Salas Navarro,3,5:00
Irene Aldana,Raquel Pennington,loss,UFC on ESPN 4 - Dos Anjos vs. Edwards,Jul / 20 / 2019,Decision (Split),Frank Collazo,3,5:00
Irene Aldana,Bethe Correia,win,UFC 237 - Namajunas vs. Andrade,May / 11 / 2019,Submission (Armbar),Eduardo Herdy,3,3:24
Irene Aldana,Lucie Pudilova,win,UFC 228 - Woodley vs. Till,Sep / 08 / 2018,Decision (Split),Dan Miragliotta,3,5:00
Irene Aldana,Talita Bernardo,win,UFC Fight Night 124 - Stephens vs. Choi,Jan / 14 / 2018,Decision (Unanimous),Mario Yamasaki,3,5:00
Irene Aldana,Katlyn Chookagian,loss,UFC 210 - Cormier vs. Johnson 2,Apr / 08 / 2017,Decision (Split),Todd Anderson,3,5:00
Irene Aldana,Leslie Smith,loss,UFC on Fox 22 - VanZant vs. Waterson,Dec / 17 / 2016,Decision (Unanimous),Mike Beltran,3,5:00
Irene Aldana,Faith McMah,win,Invicta FC 19 - Maia vs. Modafferi,Sep / 23 / 2016,TKO (Punches),Mike England,1,4:57
Irene Aldana,Jessamyn Duke,win,Invicta FC 16 - Hamasaki vs. Brown,Mar / 11 / 2016,TKO (Punches),Mark Smith,1,3:08
Irene Aldana,Tonya Evinger,loss,Invicta FC 13 - Cyborg vs. Van Duin,Jul / 09 / 2015,TKO (Punches),Mark Smith,4,4:38
Irene Aldana,Colleen Schneider,win,Invicta FC 11 - Cyborg vs. Tweet,Feb / 27 / 2015,Submission (Rear-Naked Choke),Mike Beltran,1,1:05
Irene Aldana,Peggy Morgan,win,Invicta FC 8 - Waterson vs. Tamada,Sep / 06 / 2014,Submission (Rear-Naked Choke),Mike England,1,2:50
Irene Aldana,Larissa Pacheco,loss,JF - Jungle Fight 63,Dec / 21 / 2013,TKO (Punches),Douglas Aires,3,1:50
Irene Aldana,Mayra Arce,win,XK 21 - Xtreme Kombat 21,Oct / 12 / 2013,KO (Spinning Wheel Kick and Punches),N/A,1,0:43
Irene Aldana,Flor Saenz,win,XK 21 - Xtreme Kombat 21,Oct / 12 / 2013,KO (Knee to the Body),N/A,1,0:20
Irene Aldana,Sandra del Rincon,win,GEX - Old Jack's Fight Night,Oct / 17 / 2012,KO (Knees and Punches),N/A,1,0:15
Irwin Rivera,Andre Ewell,loss,UFC Fight Night 178 - Covington vs. Woodley,Sep / 19 / 2020,Decision (Split),Chris Tognoni,3,5:00
Irwin Rivera,Ali AlQaisi,win,UFC Fight Night 174 - Lewis vs. Oleynik,Aug / 08 / 2020,Decision (Split),Chris Tognoni,3,5:00
Irwin Rivera,Giga Chikadze,loss,UFC on ESPN 8 - Overeem vs. Harris,May / 16 / 2020,Decision (Unanimous),Keith Peterson,3,5:00
Irwin Rivera,Danny Sabatello,win,Titan FC 58 - Rivera vs. Sabatello,Dec / 20 / 2019,KO (Punch to the Body),Alan Abeles,4,4:26
Irwin Rivera,Matt Wagy,win,Titan FC 55 - Puerta vs. Ledesma,Jun / 28 / 2019,TKO (Punch to the Body),Alan Abeles,4,4:18
Irwin Rivera,Lazar Stojadinovic,win,Titan FC 53 - Puerta vs. Balart 2,Mar / 15 / 2019,TKO (Punches and Head Kick),N/A,1,1:40
Irwin Rivera,Edir Terry,loss,Titan FC 48 - Torres vs. Orellano,Feb / 16 / 2018,TKO (Leg Kick),Alan Abeles,1,1:05
Irwin Rivera,Chino Duran,win,Combate Americas - Combate Clasico,Jul / 27 / 2017,Decision (Unanimous),Michael Cardoso,3,5:00
Irwin Rivera,Kevin Natividad,loss,Combate Americas - Combate 13,Apr / 20 / 2017,Decision (Majority),N/A,3,5:00
Irwin Rivera,Jose Ceja,loss,Combate Americas - Empire Rising,Oct / 14 / 2016,KO (Punches),Kevin MacDonald,1,4:22
Irwin Rivera,Jose Ceja,win,LFC 52 - Legacy Fighting Championship 52,Mar / 25 / 2016,Submission (Rear-Naked Choke),Jordan Bass,3,4:45
Irwin Rivera,Steven Peterson,loss,LFC 46 - Legacy Fighting Championship 46,Oct / 02 / 2015,Decision (Unanimous),Steve Armstrong,3,5:00
Irwin Rivera,Adi Alic,win,Fight Time 25 - It's Fight Time in the Magic City,May / 29 / 2015,Decision (Unanimous),James Warring,3,5:00
Irwin Rivera,Chris Navarro,win,Fight Time 23 - Mayhem In Miami,Feb / 06 / 2015,KO (Punches),James Warring,1,4:58
Irwin Rivera,John Rivera,win,Fight Time 22 - Autism Speaks!,Dec / 05 / 2014,TKO (Punches),James Warring,1,0:34
Irwin Rivera,Andre Cuff,win,Fight Time 21 - Soares vs. Barroso,Nov / 07 / 2014,Decision (Split),Jorge Alonso,3,5:00
Isaac Villanueva,Marcin Prachnio,loss,UFC Fight Night 190 - Gane vs. Volkov,Jun / 26 / 2021,KO (Body Kick),Herb Dean,2,0:56
Isaac Villanueva,Vinicius Moreira,win,UFC on ESPN 20 - Chiesa vs. Magny,Jan / 20 / 2021,KO (Punch),Jason Herzog,2,0:39
Isaac Villanueva,Jordan Wright,loss,UFC on ESPN 15 - Munhoz vs. Edgar,Aug / 22 / 2020,TKO (Doctor Stoppage),Jason Herzog,1,1:31
Isaac Villanueva,Chase Sherman,loss,UFC Fight Night 171 - Smith vs. Teixeira,May / 13 / 2020,TKO (Punches and Elbow),Michael Cardoso,2,0:49
