Fighter,Opponent,Result,Event,Event_date,Method,Referee,Round,Time
Aiemann Zahabi,Ricardo Ramos,loss,UFC 217 - Bisping vs. St. Pierre,Nov / 04 / 2017,KO (Spinning Back Elbow),Todd Anderson,3,1:58
Aiemann Zahabi,Reginaldo Vieira,win,UFC Fight Night 105 - Lewis vs. Browne,Feb / 19 / 2017,Decision (Unanimous),Mario Yamasaki,3,5:00
Aiemann Zahabi,Kyle Oliveira,win,Prestige FC 2 - Queen City Coronation,Mar / 12 / 2016,TKO (Knee Injury),Jerin Valel,1,2:17
Aiemann Zahabi,Jeremy Dichiara,win,Hybrid Combat - Hybrid Pro Series 4,Oct / 17 / 2015,TKO (Punches),N/A,1,0:18
Aiemann Zahabi,Scott Farhat,win,RMMA - Rivals MMA 1,Mar / 13 / 2015,KO (Punch),N/A,1,2:36
Aiemann Zahabi,Wesley Bowman,win,Hybrid Combat - Hybrid Pro Series 2,Nov / 15 / 2014,Submission (Ankle Lock),N/A,1,4:40
Aiemann Zahabi,Phillip Deschambeault,win,MMAFN - MMA Fight Night 1,Mar / 05 / 2014,Submission (Rear-Naked Choke),Luc Lefebvre,1,2:33
Aiemann Zahabi,Kyle Vivian,win,Slamm 1 - Garcia vs. Lamarche,Nov / 30 / 2012,TKO (Submission to Punches),Luc Lefebvre,1,1:28
Aisling Daly,Ericka Almeida,win,UFC Fight Night 76 - Holohan vs. Smolka,Oct / 24 / 2015,Decision (Unanimous),Piotr Michalak,3,5:00
Aisling Daly,Randa Markos,loss,UFC 186 - Johnson vs. Horiguchi,Apr / 25 / 2015,Decision (Unanimous),Philippe Chartier,3,5:00
Aisling Daly,Alex Chambers,win,UFC - The Ultimate Fighter 20 Finale,Dec / 12 / 2014,Submission (Armbar),John McCarthy,1,4:53
Aisling Daly,Karla Benitez,win,CWFC 63 - Cage Warriors Fighting Championship 63,Dec / 31 / 2013,Submission (Armbar),Rich Mitchell,2,4:26
Aisling Daly,Katja Kankaanpaa,loss,CWFC 51 - Cage Warriors Fighting Championship 51,Dec / 31 / 2012,Decision (Unanimous),Neil Hall,3,5:00
Aisling Daly,Barb Honchak,loss,Invicta FC 3 - Penne vs. Sugiyama,Oct / 06 / 2012,Decision (Unanimous),Greg Franklin,3,5:00
Aisling Daly,Rosi Sexton,loss,CWFC 47 - Cage Warriors Fighting Championship 47,Jun / 02 / 2012,Decision (Unanimous),Rich Mitchell,3,5:00
Aisling Daly,Kelly Warren,win,NAAFS - Night of Champions 2011,Nov / 23 / 2011,Submission (Armbar),Mark Matheny,2,4:39
Aisling Daly,Angela Hayes,win,CWFC - Fight Night 2,Sep / 08 / 2011,Submission (Armbar),Marc Goddard,1,0:20
Aisling Daly,Jessica Eye,win,NAAFS - Fight Night in the Flats 7,Jun / 04 / 2011,Submission (Rear-Naked Choke),Mark Matheny,2,4:00
Aisling Daly,Sheila Gaff,loss,CWFC 41 - Cage Warriors Fighting Championship 41,Apr / 24 / 2011,TKO (Knees and Punches),Marc Goddard,1,1:34
Aisling Daly,Molly Helsel,win,CWFC 39 - Cage Warriors 39: The Uprising,Nov / 27 / 2010,Decision (Unanimous),Marc Goddard,3,5:00
Aisling Daly,Lisa Ellis,loss,BFC - Bellator Fighting Championships 26,Aug / 26 / 2010,Decision (Unanimous),Mike England,3,5:00
Aisling Daly,Maiju Suotama,win,RIR  - Rumble in Rush 2,Nov / 07 / 2009,Decision (Unanimous),N/A,3,5:00
Aisling Daly,Tevi Say,win,COT 4 - Cage of Truth,Nov / 22 / 2008,TKO (Punches),N/A,1,2:30
Aisling Daly,Eva Liskova,win,Cage Rage 27 - Step Up,Jul / 12 / 2008,Submission (Rear-Naked Choke),N/A,1,1:18
Aisling Daly,Myriem el Banouti,win,Cage Rage - Contenders: Ireland vs. Belgium,May / 03 / 2008,TKO (Punches),N/A,1,1:38
Aisling Daly,Aysen Berik,win,Cage Rage 25 - Bring It On,Mar / 08 / 2008,TKO (Corner Stoppage),N/A,1,1:49
Aisling Daly,Nadia van der Wel,win,COT 1 - Battle on the Bay,Nov / 24 / 2007,TKO (Punches),N/A,2,2:39
Aisling Daly,Majanka Lathouwers,win,Cage Rage - Contenders: Dynamite,Sep / 29 / 2007,Submission (Armbar),N/A,2,4:43
Aisling Daly,Annika Sitter,win,ROT 7 - The Next Level,Jul / 28 / 2007,TKO (Punches),N/A,1,0:22
Aisling Daly,Nicole Sydboge,win,Adrenaline 1 - Feel the Rush,May / 05 / 2007,Submission (Guillotine Choke),N/A,2,1:00
Al Iaquinta,Dan Hooker,loss,UFC 243 - Whittaker vs. Adesanya,Oct / 05 / 2019,Decision (Unanimous),John Sharp,3,5:00
Al Iaquinta,Donald Cerrone,loss,UFC Fight Night 151 - Iaquinta vs. Cowboy,May / 04 / 2019,Decision (Unanimous),Jerin Valel,5,5:00
Al Iaquinta,Kevin Lee,win,UFC on Fox 31 - Iaquinta vs. Lee 2,Dec / 15 / 2018,Decision (Unanimous),Keith Peterson,5,5:00
Al Iaquinta,Khabib Nurmagomedov,loss,UFC 223 - Khabib vs. Iaquinta,Apr / 07 / 2018,Decision (Unanimous),Dan Miragliotta,5,5:00
Al Iaquinta,Diego Sanchez,win,UFC Fight Night 108 - Swanson vs. Lobov,Apr / 22 / 2017,KO (Punches),John McCarthy,1,1:38
Al Iaquinta,Jorge Masvidal,win,UFC Fight Night 63 - Mendes vs. Lamas,Apr / 04 / 2015,Decision (Split),Keith Peterson,3,5:00
Al Iaquinta,Joe Lauzon,win,UFC 183 - Silva vs. Diaz,Jan / 31 / 2015,TKO (Punches),Marc Goddard,2,3:34
Al Iaquinta,Ross Pearson,win,UFC Fight Night 55 - Rockhold vs. Bisping,Nov / 07 / 2014,TKO (Punches),Leon Roberts,2,1:39
Al Iaquinta,Rodrigo Damm,win,UFC Fight Night 50 - Jacare vs. Mousasi 2,Sep / 05 / 2014,TKO (Punches and Elbows),Herb Dean,3,2:26
Al Iaquinta,Mitch Clarke,loss,UFC 173 - Barao vs. Dillashaw,May / 24 / 2014,Technical Submission (Brabo Choke),Jason Herzog,2,0:57
Al Iaquinta,Kevin Lee,win,UFC 169 - Barao vs. Faber 2,Feb / 01 / 2014,Decision (Unanimous),Herb Dean,3,5:00
Al Iaquinta,Piotr Hallmann,win,UFC Fight Night 30 - Machida vs. Munoz,Oct / 26 / 2013,Decision (Unanimous),Leon Roberts,3,5:00
Al Iaquinta,Ryan Couture,win,UFC 164 - Henderson vs. Pettis 2,Aug / 31 / 2013,Decision (Unanimous),Yves Lavigne,3,5:00
Al Iaquinta,Michael Chiesa,loss,UFC - The Ultimate Fighter 15 Finale,Jun / 01 / 2012,Technical Submission (Rear-Naked Choke),Herb Dean,1,2:47
Al Iaquinta,Pat Audinwood,loss,ROC 38 - Ring of Combat 38,Nov / 18 / 2011,Submission (Armbar),Keith Peterson,1,2:06
Al Iaquinta,Gabriel Miglioli,win,ROC 37 - Ring of Combat 37,Sep / 09 / 2011,TKO (Punches),Keith Peterson,1,0:26
Al Iaquinta,Gabriel Miglioli,win,ROC 36 - Ring of Combat 36,Jun / 17 / 2011,Decision (Split),Keith Peterson,3,4:00
Al Iaquinta,Joshua Key,win,ROC 27 - Ring of Combat 27,Nov / 20 / 2009,TKO (Punches),Dan Miragliotta,1,1:47
Al Iaquinta,Tim Sylvester,win,ROC 25 - Ring of Combat 25,Jun / 12 / 2009,KO (Punch),Keith Peterson,1,0:15
Al Iaquinta,Will Martinez,draw,ROC 24 - Ring of Combat 24,Apr / 17 / 2009,Draw (Unanimous),Kevin Mulhall,3,4:00
Al Iaquinta,Mervin Rodriguez,win,ROC 23 - Ring of Combat 23,Feb / 20 / 2009,Submission (Anaconda Choke),Mark Matheny,1,1:15
Alan Baudot,Rodrigo Nascimento,loss,UFC on ESPN 26 - Makhachev vs. Moises,Jul / 17 / 2021,TKO (Punches),Chris Tognoni,2,1:29
Alan Baudot,Tom Aspinall,loss,UFC Fight Night 179 - Moraes vs. Sandhagen,Oct / 10 / 2020,TKO (Elbows and Punches),Lukasz Bosacki,1,1:35
Alan Baudot,Todd Stoute,win,TKO 47 - Jourdain vs. Ronson,Apr / 11 / 2019,DQ (Overturned by Promoter),N/A,3,3:54
Alan Baudot,Yuto Nakajima,win,Mach Matsuri - Mach Festival 2018,May / 06 / 2018,TKO,N/A,1,4:16
Alan Baudot,Dalcha Lungiambula,loss,EFC 61 - EFC Worldwide 61,Jul / 08 / 2017,KO (Punch),Ferdinand Basson,1,0:26
Alan Baudot,Yusuke Masuda,win,Heat - Heat 39,Feb / 19 / 2017,KO,N/A,2,3:23
Alan Baudot,Chul Yeon Jung,win,Angel's Fighting - Angel's Fighting 1,Oct / 08 / 2016,TKO,N/A,1,N/A
Alan Baudot,Dongxing Wu,win,Grandslam 4 - Way of the Cage,Mar / 19 / 2016,TKO (Punches),N/A,1,1:16
Alan Baudot,Shunsuke Inoue,win,Heat - Heat 36,Nov / 29 / 2015,TKO (Punches),N/A,5,0:22
Alan Baudot,Yuji Sakuragi,win,Grandslam MMA 3 - Way of the Cage,Sep / 12 / 2015,TKO (Punches),N/A,1,2:35
Alan Baudot,Akira Iezaki,win,Grachan - Grachan 10,Jul / 15 / 2013,TKO (Punches),N/A,1,2:09
Alan Belcher,Michael Bisping,loss,UFC 159 - Jones vs. Sonnen,Apr / 27 / 2013,Technical Decision (Unanimous),Herb Dean,3,4:31
Alan Belcher,Yushin Okami,loss,UFC 155 - Dos Santos vs. Velasquez 2,Dec / 29 / 2012,Decision (Unanimous),Chris Tognoni,3,5:00
Alan Belcher,Rousimar Palhares,win,UFC on Fox 3 - Diaz vs. Miller,May / 05 / 2012,TKO (Punches and Elbows),Dan Miragliotta,1,4:18
Alan Belcher,Jason MacDonald,win,UFC Fight Night 25 - Shields vs. Ellenberger,Sep / 17 / 2011,TKO (Submission to Punches),Dan Miragliotta,1,3:48
Alan Belcher,Patrick Cote,win,UFC 113 - Machida vs. Shogun 2,May / 08 / 2010,Submission (Rear-Naked Choke),Mario Yamasaki,2,3:25
Alan Belcher,Wilson Gouveia,win,UFC 107 - Penn vs. Sanchez,Dec / 12 / 2009,TKO (Punches),Herb Dean,1,3:03
Alan Belcher,Yoshihiro Akiyama,loss,UFC 100 - Lesnar vs. Mir 2,Jul / 11 / 2009,Decision (Split),Mario Yamasaki,3,5:00
Alan Belcher,Denis Kang,win,UFC 93 - Franklin vs. Henderson,Jan / 17 / 2009,Submission (Guillotine Choke),Dan Miragliotta,2,4:36
Alan Belcher,Ed Herman,win,UFC Fight Night 15 - Diaz vs. Neer,Sep / 17 / 2008,Decision (Split),Dan Miragliotta,3,5:00
Alan Belcher,Jason Day,loss,UFC 83 - Serra vs. St. Pierre 2,Apr / 19 / 2008,TKO (Punches),Dan Miragliotta,1,3:58
Alan Belcher,Kalib Starnes,win,UFC 77 - Hostile Territory,Oct / 20 / 2007,TKO (Doctor Stoppage),Yves Lavigne,2,1:39
Alan Belcher,Sean Salmon,win,UFC 71 - Liddell vs. Jackson,May / 26 / 2007,Submission (Guillotine Choke),Steve Mazzagatti,1,0:53
Alan Belcher,Kendall Grove,loss,UFC 69 - Shootout,Apr / 07 / 2007,Submission (Brabo Choke),John McCarthy,2,4:42
Alan Belcher,Jorge Santiago,win,UFC Fight Night 7 - Sanchez vs. Riggs,Dec / 13 / 2006,KO (Head Kick),Steve Mazzagatti,3,2:45
Alan Belcher,Yushin Okami,loss,UFC 62 - Liddell vs. Sobral,Aug / 26 / 2006,Decision (Unanimous),Herb Dean,3,5:00
Alan Belcher,Evert Fyeet,win,WEF - Orleans Arena,Jun / 10 / 2006,Submission (Toe Hold),N/A,1,2:04
Alan Belcher,Buck Meredith,win,Raze MMA - Fight Night,Apr / 29 / 2006,Decision (Unanimous),Mario Lopez,3,5:00
Alan Belcher,Marcus Sursa,win,WEF 17 - World Extreme Fighting 17,Apr / 01 / 2006,TKO (Punches),Yves Lavigne,1,3:48
Alan Belcher,Ron Fields,win,Titan FC 1 - Titan Fighting Championship 1,Mar / 11 / 2006,TKO (Slam),N/A,1,0:37
Alan Belcher,David Frank,win,XFL - EK 19: Battle at the Brady 3,Feb / 18 / 2006,TKO (Submission to Punches),N/A,2,1:37
Alan Belcher,Roger Kimes,win,XFL - EK 19: Battle at the Brady 3,Feb / 18 / 2006,KO (Punches),N/A,1,1:35
Alan Belcher,Travis Fowler,win,XFL - EK 19: Battle at the Brady 3,Feb / 18 / 2006,TKO (Punches),N/A,1,1:01
Alan Belcher,Marvin Eastman,loss,WEF 16 - World Extreme Fighting 16,Sep / 24 / 2005,Decision (Unanimous),Kevin Nix,5,5:00
Alan Belcher,Edwin Aguilar,loss,WXF - X-Impact World Championships 2005,Jul / 09 / 2005,TKO (Punches),N/A,1,4:01
Alan Belcher,Sergei Trovnikov,win,WXF - X-Impact World Championships 2005,Jul / 09 / 2005,Submission (Armbar),N/A,1,3:37
Alan Belcher,Tim Ellis,win,FFC 10 - Freestyle Fighting Championships 10,Jul / 24 / 2004,TKO (Punches),John Dixson,1,1:49
Alan Jouban,Jared Gooden,win,UFC 255 - Figueiredo vs. Perez,Nov / 21 / 2020,Decision (Unanimous),Chris Tognoni,3,5:00
Alan Jouban,Dwight Grant,loss,UFC 236 - Holloway vs. Poirier,Apr / 13 / 2019,Decision (Split),George Allen,3,5:00
Alan Jouban,Ben Saunders,win,UFC on Fox 28 - Emmett vs. Stephens,Feb / 24 / 2018,KO (Punch),Andrew Glenn,2,2:38
Alan Jouban,Niko Price,loss,UFC Fight Night 114 - Pettis vs. Moreno,Aug / 05 / 2017,TKO (Punches),Gary Copeland,1,1:44
Alan Jouban,Gunnar Nelson,loss,UFC Fight Night 107 - Manuwa vs. Anderson,Mar / 18 / 2017,Submission (Guillotine Choke),Marc Goddard,2,0:46
Alan Jouban,Mike Perry,win,UFC on Fox 22 - VanZant vs. Waterson,Dec / 17 / 2016,Decision (Unanimous),Herb Dean,3,5:00
Alan Jouban,Belal Muhammad,win,UFC Fight Night 90 - Dos Anjos vs. Alvarez,Jul / 07 / 2016,Decision (Unanimous),Herb Dean,3,5:00
Alan Jouban,Brendan O'Reilly,win,UFC Fight Night 85 - Hunt vs. Mir,Mar / 19 / 2016,TKO (Elbows and Punches),John Sharp,1,2:15
Alan Jouban,Albert Tumenov,loss,UFC 192 - Cormier vs. Gustafsson,Oct / 03 / 2015,TKO (Head Kick and Punches),Frank Collazo,1,2:55
Alan Jouban,Matt Dwyer,win,UFC Fight Night 71 - Mir vs. Duffee,Jul / 15 / 2015,Decision (Unanimous),Herb Dean,3,5:00
Alan Jouban,Richard Walsh,win,UFC 184 - Rousey vs. Zingano,Feb / 28 / 2015,KO (Elbow and Punch),John McCarthy,1,2:19
Alan Jouban,Warlley Alves,loss,UFC Fight Night 56 - Shogun vs. St. Preux,Nov / 08 / 2014,Decision (Unanimous),Keith Peterson,3,5:00
Alan Jouban,Seth Baczynski,win,UFC Fight Night 47 - Bader vs. St. Preux,Aug / 16 / 2014,KO (Punch),Keith Peterson,1,4:23
Alan Jouban,Ricky Legere Jr.,win,RFA 15 - Casey vs. Sanchez,Jun / 06 / 2014,Decision (Split),Steve Davis,3,5:00
Alan Jouban,Armando Montoya Jr.,win,RFA 14 - Manzanares vs. Maranhao,Apr / 11 / 2014,KO (Punch),Tom Johnson,2,3:33
Alan Jouban,Mike Rhodes,loss,RFA 10 - Rhodes vs. Jouban,Oct / 25 / 2013,Decision (Unanimous),Thomas Mastin,5,5:00
Alan Jouban,Chris Spang,win,RFA 9 - Munhoz vs. Curran,Aug / 16 / 2013,TKO (Punches),John McCarthy,3,1:23
Alan Jouban,Rigo Oropeza,win,Fight Club OC - Rumble on the Range,May / 16 / 2013,TKO (Punches),N/A,1,1:54
Alan Jouban,Cameron Mayer,win,USA MMA - Stacked 2,Jun / 16 / 2012,KO (Punch),N/A,1,1:24
Alan Jouban,Daniel McWilliams,win,National Fight Alliance - Valley Invasion 2,Apr / 06 / 2012,TKO (Submission to Punches),Cecil Peoples,1,0:46
Alan Jouban,D.J. Roberson,win,SF 20 - Shark Fights 20,Oct / 15 / 2011,Decision (Unanimous),N/A,3,5:00
Alan Jouban,Andrew Goldthwaite,win,SF 17 - Horwich vs. Rosholt 2,Jul / 15 / 2011,KO (Punches),Jason Stafin,3,2:37
Alan Jouban,Chidi Njokuani,loss,TPF 9 - The Contenders,May / 06 / 2011,KO (Kick to the Body),John McCarthy,3,1:27
Alan Jouban,Kyle Griffin,win,TPF 8 - All or Nothing,Feb / 18 / 2011,KO (Knee),John McCarthy,1,0:15
Alan Patrick,Mason Jones,NC,UFC Fight Night 189 - Rozenstruik vs. Sakai,Jun / 05 / 2021,No Contest (Accidental Eye Poke),Chris Tognoni,2,2:14
Alan Patrick,Bobby Green,loss,UFC Fight Night 177 - Waterson vs. Hill,Sep / 12 / 2020,Decision (Unanimous),Herb Dean,3,5:00
Alan Patrick,Scott Holtzman,loss,UFC 229 - Nurmagomedov vs. McGregor,Oct / 06 / 2018,KO (Elbows),Jason Herzog,3,3:42
Alan Patrick,Damir Hadzovic,win,UFC Fight Night 125 - Machida vs. Anders,Feb / 03 / 2018,Decision (Unanimous),Mario Yamasaki,3,5:00
Alan Patrick,Steven Ray,win,UFC Fight Night 95 - Cyborg vs. Lansberg,Sep / 24 / 2016,Decision (Unanimous),Mario Yamasaki,3,5:00
Alan Patrick,Damien Brown,win,UFC Fight Night 85 - Hunt vs. Mir,Mar / 19 / 2016,Decision (Unanimous),Greg Kleynjans,3,5:00
Alan Patrick,Mairbek Taisumov,loss,UFC Fight Night 69 - Jedrzejczyk vs. Penne,Jun / 20 / 2015,TKO (Head Kick and Punches),Kevin Sataki,2,1:30
Alan Patrick,John Makdessi,win,UFC 169 - Barao vs. Faber 2,Feb / 01 / 2014,Decision (Unanimous),Dan Miragliotta,3,5:00
Alan Patrick,Garett Whiteley,win,UFC Fight Night 29 - Maia vs. Shields,Oct / 09 / 2013,TKO (Punches),Marc Goddard,1,3:54
Alan Patrick,Claudiere Freitas,win,BC - Bitetti Combat 15,May / 11 / 2013,Decision (Unanimous),Osiris Maia,3,5:00
Alan Patrick,Kelles Albuquerque,win,BC - Bitetti Combat 14,Mar / 09 / 2013,Decision (Unanimous),N/A,3,5:00
Alan Patrick,Murilo Rosa Filho,win,JF - Jungle Fight 49,Feb / 22 / 2013,TKO (Doctor Stoppage),Alessandro Souza,1,5:00
Alan Patrick,Alan Ferreira,win,Mr. Cage Championship - Mr. Cage 7,Oct / 07 / 2012,KO (Head Kick),Iliarde Santos,2,3:23
Alan Patrick,Michel Silva,win,Mr. Cage Championship - Mr. Cage 4,Nov / 30 / 2010,Decision (Unanimous),N/A,3,5:00
Alan Patrick,Andre Batata,win,VF 1 - Vision Fight,Dec / 20 / 2009,Decision (Unanimous),N/A,3,5:00
Alan Patrick,Ronald King,win,VF 1 - Vision Fight,Dec / 20 / 2009,Decision (Unanimous),N/A,3,5:00
Alan Patrick,Augusto Cesar,win,SDS - Samurai da Selva 1,Dec / 12 / 2008,Submission (Rear-Naked Choke),N/A,1,0:00
Alan Patrick,Wagner Henrique,win,HTJ - Qualifying,Sep / 20 / 2008,Submission (Rear-Naked Choke),N/A,1,2:47
Alan Patrick,Bruno Augusto,win,HTJ - Hero's the Jungle 2,Apr / 07 / 2008,TKO (Punches),N/A,1,0:00
Alberto Emiliano Pereira,Makhmud Muradov,loss,Oktagon MMA - Oktagon 12,Jun / 08 / 2019,TKO (Punches),Jan Vobornik,1,3:34
Alberto Emiliano Pereira,Rinat Fakhretdinov,loss,GFC - GFC 11,May / 03 / 2019,Submission (Guillotine Choke),Maksim Protasov,1,4:13
Alberto Emiliano Pereira,Andre Francisco,win,Aspera FC 55 - Aspera Fighting Championship 55,Aug / 12 / 2017,Submission (Rear-Naked Choke),Derick Nodari,1,1:18
Alberto Emiliano Pereira,Patrick Quadros,win,Aspera FC 52 - Aspera Fighting Championship 52,May / 21 / 2017,Submission (Rear-Naked Choke),Isaky Coelho,1,3:03
Alberto Emiliano Pereira,Huinderton Barbosa,win,Aspera FC 49 - Aspera Fighting Championship 49,Feb / 18 / 2017,Decision (Unanimous),N/A,3,5:00
Alberto Emiliano Pereira,Geovani de Lima,win,Blufight MMA - Blufight 12,Dec / 04 / 2016,Submission (Triangle Choke),Alan dos Santos,1,3:41
Alberto Emiliano Pereira,Marvin Vettori,loss,UFC 202 - Diaz vs. McGregor 2,Aug / 20 / 2016,Submission (Guillotine Choke),Dan Miragliotta,1,4:30
Alberto Emiliano Pereira,Jake Collier,loss,UFC Fight Night 88 - Almeida vs. Garbrandt,May / 29 / 2016,KO (Knee and Body Kick),Jason Herzog,2,1:06
Alberto Emiliano Pereira,Thiago de Oliveira Perpetuo,win,XFCI - XFC International 13,Dec / 05 / 2015,KO (Knee),N/A,1,2:19
Alberto Emiliano Pereira,Boris Miroshnichenko,win,XFCI - XFC International 9,Mar / 15 / 2015,TKO (Punches),N/A,3,1:56
Alberto Emiliano Pereira,Thiago Rela,win,XFCI - XFC International 5,Jun / 07 / 2014,Submission (Triangle Armbar),Roberto Thomaz,1,3:26
Alberto Emiliano Pereira,Christiano Frohlich,win,XFCI - XFC International 4,Apr / 26 / 2014,TKO (Punches),Anderson Barone,2,2:49
Alberto Emiliano Pereira,Wendres Carlos da Silva,win,XFCI - XFC International 3,Mar / 29 / 2014,Decision (Unanimous),Antonio Messias,3,5:00
Alberto Emiliano Pereira,Richardson Moreira,win,NCF - Nitrix Champion Fight 13,Jan / 05 / 2013,Submission (Rear-Naked Choke),N/A,1,0:00
Alberto Emiliano Pereira,Junior Albini,win,NCF - Nitrix Champion Fight 12,Aug / 18 / 2012,Submission (Triangle Choke),N/A,2,2:42
Alberto Emiliano Pereira,Marcelo Silva,win,Blufight MMA - Blufight 1,Dec / 03 / 2011,Submission (Rear-Naked Choke),N/A,2,1:24
Alberto Emiliano Pereira,Isaac Dionissa,win,BFL - Brazilian Fight League 11,Feb / 27 / 2011,TKO (Punches),N/A,1,0:00
Alberto Mina,Ramazan Emeev,loss,UFC 224 - Nunes vs. Pennington,May / 12 / 2018,Decision (Unanimous),Eduardo Herdy,3,5:00
Alberto Mina,Mike Pyle,win,UFC Fight Night 90 - Dos Anjos vs. Alvarez,Jul / 07 / 2016,KO (Flying Knee),Jason Herzog,2,1:17
Alberto Mina,Yoshihiro Akiyama,win,UFC Fight Night 79 - Henderson vs. Masvidal,Nov / 28 / 2015,Decision (Split),Steve Perceval,3,5:00
Alberto Mina,Shinsho Anzai,win,UFC Fight Night 48 - Bisping vs. Le,Aug / 23 / 2014,TKO (Punches),Thomas Fan,1,4:17
Alberto Mina,Glenn Sparv,win,Rebel FC 1 - Into the Lion's Den,Dec / 21 / 2013,TKO (Knee and Punches),N/A,1,2:44
Alberto Mina,Boy Eggels,win,UFG - Ultimate Fighting Greece 1,Aug / 07 / 2011,Submission (Armbar),Lazaros Sbonias,1,3:11
Alberto Mina,Dean Amasinger,win,UCMMA 10 - Resurrection,Feb / 06 / 2010,TKO (Punches),Grant Waterman,3,2:17
Alberto Mina,Edgelson Lua,win,UCMMA 8 - Dynamite,Oct / 24 / 2009,Submission (Armbar),Leon Roberts,1,3:26
Alberto Mina,Steven Elliott,win,Cage Rage 28 - VIP,Sep / 20 / 2008,Submission (Rear-Naked Choke),N/A,1,2:55
Alberto Mina,Michel Ribeiro,win,MCVT - Mahal Combat Vale Tudo,Dec / 28 / 2006,TKO (Retirement),N/A,3,1:31
Alberto Mina,Jose Enrique Anton,win,ZTFN 2 - ZT Fight Night 2,Jun / 25 / 2006,Submission (Rear-Naked Choke),N/A,1,N/A
Alberto Mina,Mikael Slomczynski,win,IF 3 - Intense Fighting 3,Apr / 01 / 2006,Submission (Kimura),N/A,1,3:55
Alberto Mina,Michel Ribeiro,win,IC - Instigacao Combat 1,Oct / 05 / 2005,TKO (Punches),N/A,1,3:29
Alberto Mina,Jeferson Fibiru,win,CFN - Cage Fight Nordeste,May / 31 / 2005,Submission (Armbar),N/A,1,3:37
Alejandro Perez,Yadong Song,loss,UFC 239 - Jones vs. Santos,Jul / 06 / 2019,KO (Punch),Herb Dean,1,2:04
Alejandro Perez,Cody Stamann,loss,UFC 235 - Jones vs. Smith,Mar / 02 / 2019,Decision (Unanimous),Chris Tognoni,3,5:00
Alejandro Perez,Eddie Wineland,win,UFC Fight Night 133 - Dos Santos vs. Ivanov,Jul / 14 / 2018,Decision (Unanimous),Tom Supnet,3,5:00
Alejandro Perez,Matthew Lopez,win,UFC on Fox 29 - Poirier vs. Gaethje,Apr / 14 / 2018,TKO (Knee and Punches),Nick Jones,2,3:42
Alejandro Perez,Iuri Alcantara,win,UFC Fight Night 123 - Swanson vs. Ortega,Dec / 09 / 2017,Decision (Unanimous),Josh Rosenthal,3,5:00
Alejandro Perez,Andre Soukhamthath,win,UFC Fight Night 114 - Pettis vs. Moreno,Aug / 05 / 2017,Decision (Split),Kevin MacDonald,3,5:00
Alejandro Perez,Albert Morales,draw,UFC Fight Night 94 - Poirier vs. Johnson,Sep / 17 / 2016,Draw (Majority),Kerry Hatley,3,5:00
Alejandro Perez,Ian Entwistle,win,UFC Fight Night 86 - Rothwell vs. Dos Santos,Apr / 10 / 2016,TKO (Punches),Grant Waterman,1,4:04
Alejandro Perez,Scott Jorgensen,win,UFC Fight Night 78 - Magny vs. Gastelum,Nov / 21 / 2015,TKO (Leg Injury),Gary Copeland,2,4:26
Alejandro Perez,Patrick Williams,loss,UFC 188 - Velasquez vs. Werdum,Jun / 13 / 2015,Technical Submission (Guillotine Choke),Dan Miragliotta,1,0:23
Alejandro Perez,Jose Alberto Quinonez,win,UFC 180 - Werdum vs. Hunt,Nov / 15 / 2014,Decision (Unanimous),John McCarthy,3,5:00
Alejandro Perez,Wanderson da Silva,win,JF - Jungle Fight 59,Oct / 12 / 2013,Submission (Rear-Naked Choke),N/A,2,1:15
Alejandro Perez,Jose Alberto Quinonez,loss,FCM - Fight Club Mexico 3,Aug / 02 / 2013,Decision (Unanimous),N/A,3,5:00
Alejandro Perez,Carlo Medina,win,Kamikaze Fight League - Kamikaze Fight League 2,May / 29 / 2013,TKO,N/A,1,1:49
Alejandro Perez,Masio Fullen,win,XK 14 - Xtreme Kombat 14,Jun / 23 / 2012,Decision (Unanimous),N/A,3,5:00
Alejandro Perez,Fabian Galvan,win,TSC 1 - The Supreme Cage 1,Mar / 10 / 2012,Decision (Unanimous),N/A,3,5:00
Alejandro Perez,Masio Fullen,loss,TFC - Total Fight Championship,May / 28 / 2011,TKO,N/A,1,N/A
Alejandro Perez,Gilberto Aguilar,win,SKC - Supreme Kombat Challenge 4,Nov / 12 / 2010,Decision (Unanimous),N/A,3,5:00
Alejandro Perez,Rodolfo Rubio,win,TC 33 - Total Combat 33,Jul / 11 / 2009,TKO (Punches),N/A,2,0:51
Alejandro Perez,Jorge Pineda,win,Black FC 5 - Black Fighting Championships 5,Mar / 19 / 2009,TKO (Punches),N/A,2,0:45
Alejandro Perez,Victor Jauregui,win,MMAX 22 - Revolution,Aug / 16 / 2008,TKO,N/A,1,0:00
Alejandro Perez,Gaston Perez,win,Black FC 3 - Black Fighting Championships 3,May / 15 / 2008,Submission (Rear Naked Choke),N/A,1,1:06
Alejandro Perez,Kevin Dunsmoor,loss,MMAX 21 - MMA Xtreme 21,Apr / 19 / 2008,Submission (Armbar),N/A,2,1:27
Alejandro Perez,Carlos de Luna,win,MMAX 19 - MMA Xtreme 19,Feb / 02 / 2008,Submission (Triangle Choke),N/A,1,1:36
Alejandro Perez,Ivan Lopez,loss,MMAX 18 - Going Home,Jan / 26 / 2008,Decision (Unanimous),Mario Mendoza,3,5:00
